student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments
NSFAS004900,Sibusiso Nkosi,University of Stellenbosch,Science,1,40.79,24.0,1,4
NSFAS004901,Andile Mhlongo,University of Pretoria,Commerce,4,40.0,60.0,4,4
NSFAS004902,Sipho Khumalo,University of Pretoria,Arts,4,49.0,25.0,3,3
NSFAS004903,Zanele Molefe,University of KwaZulu-Natal,Education,1,75.0,75.0,0,1
NSFAS004904,Zanele Mkhize,University of Cape Town,Law,4,48.36,64.0,0,3
NSFAS004905,Lerato Mokoena,University of Pretoria,Engineering,1,51.28,67.0,0,2
NSFAS004906,Lerato Zulu,University of Stellenbosch,Commerce,1,59.96,85.0,0,0
NSFAS004907,Phumzile Mabaso,University of Pretoria,Arts,3,75.0,88.0,0,5
NSFAS004908,Tshepo Molefe,University of the Free State,Commerce,3,41.04,59.0,3,5
NSFAS004909,Themba Zulu,University of Cape Town,Education,1,40.0,62.0,2,1
NSFAS004910,Busisiwe Nkosi,University of Johannesburg,Arts,2,61.49,71.0,0,2
NSFAS004911,Andile Molefe,University of Cape Town,Law,4,46.93,40.0,1,4
NSFAS004912,Sibusiso Mthembu,North-West University,Science,3,75.0,86.0,0,5
NSFAS004913,Mpho Ngcobo,University of Stellenbosch,Engineering,3,75.0,80.0,1,3
NSFAS004914,Nomsa Nkosi,North-West University,Science,2,58.86,57.0,1,2
NSFAS004915,Nomsa Mokoena,North-West University,Law,2,40.0,46.0,1,1
NSFAS004916,Sibusiso Dlamini,University of KwaZulu-Natal,Education,2,40.0,35.0,3,0
NSFAS004917,Nokuthula Nkosi,North-West University,Arts,4,40.0,54.0,3,2
NSFAS004918,Phumzile Dlamini,University of Pretoria,Commerce,1,48.26,38.0,4,1
NSFAS004919,Busisiwe Ngcobo,University of Pretoria,Education,2,40.0,45.0,2,0
NSFAS004920,Sipho Mokoena,University of Johannesburg,Commerce,4,74.63,95.0,0,4
NSFAS004921,Mpho Nkosi,University of Cape Town,Engineering,3,40.96,42.0,2,3
NSFAS004922,Sibusiso Dlamini,University of Johannesburg,Education,3,53.6,75.0,1,2
NSFAS004923,Lerato Nkosi,University of the Free State,Engineering,4,68.27,77.0,0,2
NSFAS004924,Tshepo Mkhize,University of the Witwatersrand,Law,3,75.0,95.0,0,5
NSFAS004925,Tshepo Zulu,North-West University,Education,3,66.66,70.0,0,5
NSFAS004926,Sibusiso Mokoena,University of Johannesburg,Arts,3,87.77,82.0,0,0
NSFAS004927,Busisiwe Zulu,University of Johannesburg,Science,2,61.01,56.0,1,2
NSFAS004928,Mpho Mokoena,University of KwaZulu-Natal,Education,1,40.0,60.0,4,1
NSFAS004929,Lerato Mthembu,University of Pretoria,Engineering,3,71.05,95.0,1,2
NSFAS004930,Nomsa Mahlangu,University of the Free State,Commerce,3,75.35,90.0,1,1
NSFAS004931,Andile Khumalo,University of Cape Town,Science,2,56.49,62.0,0,3
NSFAS004932,Thabo Khumalo,University of Cape Town,Arts,3,42.57,46.0,2,1
NSFAS004933,Nomsa Khumalo,University of KwaZulu-Natal,Science,3,47.9,22.0,2,0
NSFAS004934,Lindiwe Mabaso,University of the Free State,Law,3,48.38,43.0,1,3
NSFAS004935,Nokuthula Mahlangu,University of Johannesburg,Science,2,40.0,60.0,1,1
NSFAS004936,Busisiwe Mthethwa,University of the Free State,Commerce,3,75.0,75.0,0,3
NSFAS004937,Lindiwe Mahlangu,University of Pretoria,Science,2,30.0,36.0,3,0
NSFAS004938,Thabo Nkosi,University of KwaZulu-Natal,Law,4,40.0,60.0,3,2
NSFAS004939,Lerato Mthembu,University of Johannesburg,Commerce,2,58.47,74.0,1,5
NSFAS004940,Lerato Mhlongo,University of Cape Town,Law,4,30.0,33.0,4,2
NSFAS004941,Sibusiso Mahlangu,University of the Witwatersrand,Arts,3,75.0,95.0,0,0
NSFAS004942,Andile Mabaso,University of KwaZulu-Natal,Arts,1,75.0,88.0,0,1
NSFAS004943,Nomsa Ngcobo,University of the Witwatersrand,Education,3,60.95,69.0,1,0
NSFAS004944,Sibusiso Mthethwa,University of the Witwatersrand,Engineering,3,42.95,32.0,4,3
NSFAS004945,Sibusiso Mokoena,University of Cape Town,Arts,3,75.0,82.0,1,0
NSFAS004946,Nokuthula Mahlangu,North-West University,Commerce,2,40.0,49.0,4,3
NSFAS004947,Nokuthula Mabaso,University of Johannesburg,Law,2,40.0,50.0,1,5
NSFAS004948,Busisiwe Mahlangu,University of Pretoria,Commerce,2,40.0,23.0,4,1
NSFAS004949,Nomsa Mokoena,University of Johannesburg,Engineering,3,95.0,88.0,0,2
NSFAS004950,Mpho Zulu,University of Pretoria,Arts,2,41.77,21.0,2,2
NSFAS004951,Sibusiso Molefe,University of Cape Town,Engineering,2,74.91,95.0,1,3
NSFAS004952,Nokuthula Mabaso,University of Stellenbosch,Education,4,49.0,44.0,1,4
NSFAS004953,Busisiwe Mhlongo,University of Pretoria,Engineering,1,40.0,27.0,1,1
NSFAS004954,Busisiwe Mthembu,University of Stellenbosch,Law,1,49.0,59.0,4,3
NSFAS004955,Thabo Molefe,University of the Free State,Commerce,3,33.29,59.0,2,5
NSFAS004956,Mpho Mokoena,University of KwaZulu-Natal,Arts,4,40.0,27.0,4,0
NSFAS004957,Kagiso Mokoena,University of Johannesburg,Science,2,61.88,78.0,0,0
NSFAS004958,Busisiwe Mthembu,University of Stellenbosch,Engineering,2,64.51,67.0,1,5
NSFAS004959,Thabo Zulu,University of Pretoria,Commerce,3,40.0,40.0,4,2
NSFAS004960,Lerato Mkhize,University of the Free State,Engineering,3,48.26,56.0,1,0
NSFAS004961,Zanele Nkosi,University of Stellenbosch,Education,4,55.35,74.0,0,0
NSFAS004962,Lerato Mthethwa,University of Cape Town,Arts,4,54.56,84.0,0,5
NSFAS004963,Themba Mkhize,University of Cape Town,Law,2,65.6,72.0,0,0
NSFAS004964,Sibusiso Mkhize,University of Cape Town,Law,3,40.0,43.0,3,0
NSFAS004965,Themba Mhlongo,University of Pretoria,Education,4,48.56,27.0,2,3
NSFAS004966,Mpho Khumalo,University of Stellenbosch,Education,3,40.0,38.0,3,1
NSFAS004967,Lindiwe Mhlongo,North-West University,Arts,3,30.0,28.0,2,4
NSFAS004968,Tshepo Mabaso,North-West University,Arts,2,75.0,93.0,1,1
NSFAS004969,Nokuthula Mkhize,University of the Witwatersrand,Arts,4,41.56,57.0,4,0
NSFAS004970,Mpho Nkosi,University of Cape Town,Education,3,62.13,77.0,1,5
NSFAS004971,Kagiso Dlamini,University of Cape Town,Engineering,1,40.0,64.0,2,0
NSFAS004972,Themba Mhlongo,University of Cape Town,Science,4,75.0,79.0,0,4
NSFAS004973,Tshepo Mhlongo,University of Cape Town,Arts,4,75.0,92.0,1,1
NSFAS004974,Zanele Khumalo,University of Cape Town,Education,1,40.0,63.0,3,5
NSFAS004975,Phumzile Mabaso,University of Cape Town,Engineering,2,40.0,24.0,3,5
NSFAS004976,Zanele Molefe,University of the Free State,Law,2,40.0,37.0,3,5
NSFAS004977,Phumzile Ngcobo,University of Cape Town,Law,3,61.86,63.0,1,0
NSFAS004978,Sibusiso Mahlangu,University of the Witwatersrand,Science,3,69.76,71.0,0,0
NSFAS004979,Sibusiso Mthembu,University of Stellenbosch,Education,3,40.0,34.0,4,2
NSFAS004980,Nokuthula Zulu,University of Johannesburg,Arts,1,40.0,37.0,2,4
NSFAS004981,Nokuthula Nkosi,University of the Witwatersrand,Science,1,40.0,47.0,4,3
NSFAS004982,Andile Zulu,University of the Free State,Law,3,74.65,95.0,1,1
NSFAS004983,Busisiwe Zulu,University of Cape Town,Commerce,3,41.75,49.0,4,4
NSFAS004984,Nomsa Mahlangu,University of Stellenbosch,Education,3,40.0,65.0,1,1
NSFAS004985,Themba Mabaso,University of the Witwatersrand,Engineering,3,71.75,87.0,1,5
NSFAS004986,Themba Mokoena,University of Stellenbosch,Commerce,4,68.76,79.0,0,1
NSFAS004987,Nokuthula Molefe,University of Johannesburg,Commerce,3,40.0,31.0,2,0
NSFAS004988,Lerato Mabaso,University of KwaZulu-Natal,Science,2,75.0,80.0,0,5
NSFAS004989,Andile Molefe,North-West University,Education,4,65.52,79.0,0,0
NSFAS004990,Lerato Dlamini,University of the Witwatersrand,Engineering,1,71.57,93.0,1,2
NSFAS004991,Lindiwe Mkhize,University of the Free State,Engineering,1,69.45,85.0,1,1
NSFAS004992,Nomsa Mokoena,University of Cape Town,Science,1,75.0,95.0,0,2
NSFAS004993,Andile Mkhize,University of Johannesburg,Law,3,40.0,22.0,2,2
NSFAS004994,Sibusiso Dlamini,University of KwaZulu-Natal,Arts,3,83.44,81.0,0,4
NSFAS004995,Themba Mthembu,University of KwaZulu-Natal,Engineering,2,79.46,86.0,0,0
NSFAS004996,Lindiwe Molefe,University of Cape Town,Arts,2,45.2,45.0,4,3
NSFAS004997,Zanele Nkosi,University of Johannesburg,Arts,1,65.15,58.0,1,2
NSFAS004998,Sipho Ngcobo,University of Pretoria,Law,3,75.0,80.0,0,2
NSFAS004999,Lerato Mthethwa,University of Johannesburg,Education,2,40.0,48.0,3,0
NSFAS005000,Themba Mahlangu,University of Stellenbosch,Law,1,30.0,57.0,3,5
NSFAS005001,Sibusiso Khumalo,North-West University,Engineering,3,40.0,33.0,3,1
NSFAS005002,Tshepo Mkhize,University of the Free State,Arts,1,40.0,21.0,3,3
NSFAS005003,Phumzile Khumalo,University of Pretoria,Education,1,56.94,71.0,0,5
NSFAS005004,Nokuthula Mabaso,University of the Free State,Arts,4,46.03,61.0,0,3
NSFAS005005,Zanele Mabaso,University of Stellenbosch,Science,2,60.66,63.0,1,5
NSFAS005006,Zanele Mthethwa,University of the Free State,Science,3,41.89,65.0,3,2
NSFAS005007,Sibusiso Mhlongo,North-West University,Law,3,49.0,30.0,4,2
NSFAS005008,Sibusiso Mahlangu,University of Pretoria,Law,2,95.0,95.0,1,3
NSFAS005009,Zanele Mthembu,University of Stellenbosch,Science,1,75.0,95.0,0,1
NSFAS005010,Phumzile Molefe,University of Pretoria,Engineering,3,40.0,37.0,1,2
NSFAS005011,Lindiwe Mthethwa,University of Johannesburg,Education,4,49.0,35.0,3,3
NSFAS005012,Sipho Ngcobo,University of Johannesburg,Commerce,4,40.0,25.0,2,2
NSFAS005013,Andile Mthembu,University of Stellenbosch,Law,2,56.41,67.0,0,4
NSFAS005014,Zanele Molefe,University of KwaZulu-Natal,Engineering,2,40.0,37.0,3,0
NSFAS005015,Mpho Dlamini,University of Cape Town,Law,3,40.0,47.0,3,4
NSFAS005016,Mpho Mokoena,University of Stellenbosch,Engineering,2,30.0,44.0,2,5
NSFAS005017,Phumzile Mabaso,North-West University,Education,3,75.0,95.0,0,5
NSFAS005018,Nokuthula Ngcobo,University of Stellenbosch,Commerce,1,56.09,81.0,0,0
NSFAS005019,Lindiwe Mabaso,University of the Free State,Commerce,3,75.0,92.0,1,3
NSFAS005020,Lindiwe Mthembu,University of Stellenbosch,Education,2,41.27,22.0,1,2
NSFAS005021,Themba Mkhize,University of Pretoria,Engineering,2,69.52,67.0,1,1
NSFAS005022,Zanele Mabaso,University of Johannesburg,Arts,2,75.0,83.0,1,0
NSFAS005023,Andile Mokoena,University of Stellenbosch,Commerce,3,30.0,44.0,1,1
NSFAS005024,Andile Ngcobo,University of Johannesburg,Education,1,75.0,90.0,1,0
NSFAS005025,Sipho Mkhize,University of Stellenbosch,Engineering,1,75.0,84.0,1,4
NSFAS005026,Sipho Mahlangu,University of KwaZulu-Natal,Science,1,42.2,62.0,4,3
NSFAS005027,Lindiwe Ngcobo,University of Pretoria,Law,2,40.0,25.0,1,2
NSFAS005028,Kagiso Zulu,University of KwaZulu-Natal,Education,1,40.0,45.0,3,5
NSFAS005029,Kagiso Nkosi,University of the Free State,Law,3,63.88,74.0,1,1
NSFAS005030,Themba Mthembu,University of the Witwatersrand,Science,3,60.56,75.0,1,5
NSFAS005031,Zanele Mthembu,University of Stellenbosch,Education,3,40.0,51.0,1,4
NSFAS005032,Sipho Mhlongo,University of Johannesburg,Education,3,47.54,29.0,2,2
NSFAS005033,Busisiwe Mthembu,University of the Free State,Engineering,3,74.08,81.0,0,1
NSFAS005034,Lerato Nkosi,University of Johannesburg,Science,3,40.0,37.0,2,3
NSFAS005035,Lindiwe Mkhize,University of KwaZulu-Natal,Commerce,4,49.0,27.0,1,2
NSFAS005036,Zanele Mahlangu,University of Johannesburg,Education,1,75.0,92.0,0,3
NSFAS005037,Sibusiso Mokoena,University of KwaZulu-Natal,Commerce,2,40.0,35.0,4,1
NSFAS005038,Busisiwe Mthethwa,University of Stellenbosch,Science,1,75.0,75.0,0,1
NSFAS005039,Busisiwe Ngcobo,University of Stellenbosch,Law,1,40.0,40.0,3,2
NSFAS005040,Andile Zulu,University of KwaZulu-Natal,Commerce,4,44.51,28.0,1,4
NSFAS005041,Themba Mahlangu,University of the Witwatersrand,Law,1,75.0,76.0,1,0
NSFAS005042,Thabo Mkhize,North-West University,Education,4,75.0,94.0,0,1
NSFAS005043,Busisiwe Mahlangu,University of Stellenbosch,Arts,3,30.0,54.0,1,0
NSFAS005044,Nokuthula Mabaso,University of the Witwatersrand,Education,3,40.0,32.0,1,4
NSFAS005045,Thabo Mthethwa,University of Cape Town,Science,2,75.0,95.0,0,5
NSFAS005046,Andile Mahlangu,University of Stellenbosch,Engineering,3,43.35,32.0,3,2
NSFAS005047,Nokuthula Dlamini,University of the Witwatersrand,Commerce,3,40.0,26.0,3,4
NSFAS005048,Nokuthula Zulu,University of Cape Town,Commerce,4,40.0,26.0,3,0
NSFAS005049,Zanele Dlamini,University of the Free State,Engineering,4,40.0,60.0,2,2
NSFAS005050,Lindiwe Ngcobo,University of the Free State,Commerce,4,50.95,57.0,4,0
NSFAS005051,Andile Nkosi,University of the Witwatersrand,Science,2,75.0,86.0,0,2
NSFAS005052,Thabo Mhlongo,North-West University,Arts,3,52.27,81.0,1,1
NSFAS005053,Nokuthula Dlamini,University of the Witwatersrand,Education,1,30.0,29.0,1,2
NSFAS005054,Zanele Molefe,University of the Free State,Commerce,1,44.0,37.0,3,1
NSFAS005055,Andile Mahlangu,University of the Free State,Arts,2,50.89,79.0,1,3
NSFAS005056,Kagiso Molefe,University of KwaZulu-Natal,Commerce,2,41.41,32.0,2,2
NSFAS005057,Nomsa Mahlangu,North-West University,Arts,3,49.0,39.0,1,0
NSFAS005058,Zanele Zulu,University of Johannesburg,Law,4,44.15,61.0,1,2
NSFAS005059,Lerato Mokoena,University of KwaZulu-Natal,Science,3,75.0,93.0,1,2
NSFAS005060,Tshepo Nkosi,University of Stellenbosch,Education,2,75.0,81.0,1,0
NSFAS005061,Thabo Mokoena,University of Pretoria,Science,2,40.0,53.0,2,0
NSFAS005062,Kagiso Dlamini,University of Pretoria,Arts,2,75.0,86.0,1,5
NSFAS005063,Sipho Zulu,University of the Witwatersrand,Law,1,30.0,25.0,1,0
NSFAS005064,Sipho Mthethwa,University of the Witwatersrand,Science,1,45.26,59.0,1,3
NSFAS005065,Sipho Molefe,University of Cape Town,Commerce,3,57.92,74.0,1,1
NSFAS005066,Mpho Khumalo,University of Pretoria,Law,1,75.0,88.0,0,1
NSFAS005067,Lerato Mahlangu,University of Johannesburg,Arts,4,49.0,45.0,4,1
NSFAS005068,Andile Khumalo,University of KwaZulu-Natal,Engineering,2,61.35,57.0,1,5
NSFAS005069,Busisiwe Nkosi,University of Cape Town,Engineering,3,42.79,26.0,2,4
NSFAS005070,Thabo Mahlangu,University of Stellenbosch,Commerce,1,40.0,38.0,3,5
NSFAS005071,Kagiso Mabaso,University of Johannesburg,Science,4,40.0,21.0,2,2
NSFAS005072,Lerato Mabaso,University of the Witwatersrand,Commerce,2,40.0,23.0,4,2
NSFAS005073,Kagiso Mahlangu,University of Cape Town,Law,4,38.51,37.0,2,5
NSFAS005074,Themba Mabaso,University of Cape Town,Education,2,50.84,74.0,1,1
NSFAS005075,Themba Mahlangu,University of the Witwatersrand,Education,3,55.26,,4,0
NSFAS005076,Andile Dlamini,University of the Free State,Commerce,1,75.0,95.0,0,2
NSFAS005077,Mpho Molefe,University of the Witwatersrand,Engineering,4,43.56,56.0,2,5
NSFAS005078,Busisiwe Dlamini,University of Johannesburg,Arts,1,51.67,55.0,1,4
NSFAS005079,Tshepo Mkhize,North-West University,Arts,3,75.0,76.0,0,0
NSFAS005080,Phumzile Mhlongo,University of Johannesburg,Education,1,49.0,59.0,1,1
NSFAS005081,Mpho Dlamini,University of the Witwatersrand,Commerce,4,55.02,82.0,0,1
NSFAS005082,Mpho Mahlangu,University of Cape Town,Engineering,2,39.99,40.0,2,2
NSFAS005083,Themba Khumalo,University of Pretoria,Arts,3,43.33,30.0,2,0
NSFAS005084,Zanele Mthethwa,University of KwaZulu-Natal,Arts,3,53.68,75.0,1,2
NSFAS005085,Sibusiso Dlamini,University of KwaZulu-Natal,Law,3,71.32,95.0,1,5
NSFAS005086,Kagiso Mokoena,University of KwaZulu-Natal,Arts,4,40.0,48.0,1,1
NSFAS005087,Mpho Mthethwa,University of the Witwatersrand,Science,2,42.21,25.0,3,3
NSFAS005088,Zanele Mabaso,University of KwaZulu-Natal,Engineering,1,75.0,95.0,0,5
NSFAS005089,Tshepo Mthethwa,North-West University,Law,3,49.0,35.0,3,3
NSFAS005090,Busisiwe Mthethwa,University of Johannesburg,Commerce,2,66.98,84.0,1,4
NSFAS005091,Phumzile Khumalo,University of the Witwatersrand,Commerce,1,43.47,26.0,3,0
NSFAS005092,Sibusiso Khumalo,North-West University,Science,2,30.0,36.0,3,1
NSFAS005093,Nomsa Mkhize,University of Stellenbosch,Law,1,75.0,86.0,0,1
NSFAS005094,Nomsa Mabaso,University of Johannesburg,Law,3,75.0,78.0,0,3
NSFAS005095,Lerato Mabaso,University of the Witwatersrand,Engineering,3,75.0,94.0,0,3
NSFAS005096,Lerato Ngcobo,University of the Witwatersrand,Law,1,30.0,35.0,2,4
NSFAS005097,Nomsa Ngcobo,University of the Free State,Law,2,75.0,95.0,0,5
NSFAS005098,Andile Dlamini,University of the Witwatersrand,Law,4,57.89,82.0,1,4
NSFAS005099,Tshepo Mokoena,University of Cape Town,Commerce,1,75.0,93.0,1,4
NSFAS005100,Tshepo Zulu,University of Stellenbosch,Engineering,3,95.0,95.0,0,1
NSFAS005101,Lerato Mhlongo,University of Johannesburg,Law,2,40.0,46.0,3,2
NSFAS005102,Zanele Zulu,University of Johannesburg,Arts,2,30.0,35.0,3,3
NSFAS005103,Themba Khumalo,University of Stellenbosch,Arts,4,40.0,35.0,3,0
NSFAS005104,Lindiwe Mahlangu,North-West University,Arts,4,30.0,48.0,3,5
NSFAS005105,Phumzile Nkosi,University of Johannesburg,Arts,3,60.48,80.0,1,4
NSFAS005106,Andile Mabaso,North-West University,Engineering,1,65.23,73.0,0,0
NSFAS005107,Mpho Molefe,University of Johannesburg,Commerce,3,40.0,57.0,4,3
NSFAS005108,Kagiso Mahlangu,University of KwaZulu-Natal,Law,4,40.0,21.0,3,4
NSFAS005109,Nokuthula Zulu,North-West University,Commerce,4,53.86,84.0,1,1
NSFAS005110,Themba Mthembu,University of Stellenbosch,Engineering,3,75.0,94.0,1,1
NSFAS005111,Zanele Mabaso,University of Stellenbosch,Arts,1,40.0,25.0,3,1
NSFAS005112,Tshepo Ngcobo,University of Stellenbosch,Arts,3,60.38,56.0,4,4
NSFAS005113,Busisiwe Mokoena,University of KwaZulu-Natal,Law,3,49.0,29.0,4,3
NSFAS005114,Busisiwe Dlamini,University of the Free State,Law,4,75.0,94.0,1,3
NSFAS005115,Lindiwe Mthethwa,North-West University,Law,1,75.0,82.0,0,2
NSFAS005116,Sipho Mthethwa,North-West University,Commerce,4,30.0,38.0,3,5
NSFAS005117,Tshepo Dlamini,University of KwaZulu-Natal,Arts,4,45.79,24.0,1,1
NSFAS005118,Sibusiso Mthembu,University of the Witwatersrand,Science,1,59.01,80.0,0,2
NSFAS005119,Andile Mokoena,University of KwaZulu-Natal,Science,2,30.0,45.0,2,2
NSFAS005120,Nomsa Mthembu,University of the Free State,Engineering,3,34.4,22.0,2,1
NSFAS005121,Busisiwe Mthembu,University of Johannesburg,Law,2,71.96,77.0,0,5
NSFAS005122,Nokuthula Ngcobo,University of the Witwatersrand,Engineering,4,75.0,91.0,1,0
NSFAS005123,Nomsa Nkosi,University of Johannesburg,Science,4,30.58,26.0,4,0
NSFAS005124,Zanele Khumalo,University of Pretoria,Law,2,40.0,38.0,2,0
NSFAS005125,Kagiso Ngcobo,University of Johannesburg,Engineering,2,30.0,58.0,3,3
NSFAS005126,Tshepo Mabaso,University of Cape Town,Science,1,42.45,47.0,2,0
NSFAS005127,Lerato Mabaso,University of KwaZulu-Natal,Law,3,40.0,41.0,1,0
NSFAS005128,Kagiso Mahlangu,University of the Free State,Arts,3,75.0,85.0,1,5
NSFAS005129,Zanele Zulu,University of Stellenbosch,Commerce,3,40.0,51.0,2,4
NSFAS005130,Mpho Mkhize,University of Pretoria,Science,1,71.73,,0,0
NSFAS005131,Thabo Mkhize,University of Stellenbosch,Law,2,40.14,34.0,4,1
NSFAS005132,Lerato Molefe,University of Johannesburg,Education,4,75.0,91.0,0,4
NSFAS005133,Sibusiso Ngcobo,University of the Free State,Arts,4,30.0,33.0,1,3
NSFAS005134,Busisiwe Mthembu,University of KwaZulu-Natal,Science,2,79.37,91.0,0,2
NSFAS005135,Sipho Mkhize,North-West University,Science,1,40.0,51.0,4,2
NSFAS005136,Lindiwe Mthembu,University of Johannesburg,Arts,3,45.01,40.0,3,2
NSFAS005137,Nokuthula Mkhize,University of the Witwatersrand,Engineering,3,61.24,82.0,1,1
NSFAS005138,Zanele Mthethwa,University of Pretoria,Law,1,69.58,74.0,0,2
NSFAS005139,Zanele Mahlangu,University of Pretoria,Education,4,40.0,20.0,1,3
NSFAS005140,Nomsa Mhlongo,University of KwaZulu-Natal,Science,1,40.0,59.0,3,0
NSFAS005141,Tshepo Mthethwa,University of Johannesburg,Law,2,40.0,45.0,1,5
NSFAS005142,Sipho Dlamini,University of Stellenbosch,Law,2,50.49,61.0,1,1
NSFAS005143,Kagiso Mkhize,University of KwaZulu-Natal,Law,1,75.0,76.0,0,3
NSFAS005144,Themba Nkosi,University of the Witwatersrand,Commerce,3,40.0,47.0,4,4
NSFAS005145,Lerato Dlamini,University of Cape Town,Commerce,3,93.4,94.0,0,3
NSFAS005146,Kagiso Mthembu,University of Pretoria,Arts,3,75.0,79.0,1,2
NSFAS005147,Lerato Zulu,University of the Witwatersrand,Arts,1,56.09,66.0,1,0
NSFAS005148,Mpho Mhlongo,North-West University,Commerce,1,76.98,94.0,0,0
NSFAS005149,Mpho Molefe,University of KwaZulu-Natal,Commerce,2,44.67,45.0,3,3
NSFAS005150,Sibusiso Mthethwa,University of the Free State,Law,3,75.0,95.0,0,3
NSFAS005151,Thabo Mabaso,University of the Witwatersrand,Arts,1,40.0,57.0,3,5
NSFAS005152,Phumzile Nkosi,North-West University,Science,4,40.0,50.0,2,2
NSFAS005153,Nomsa Mthembu,University of the Free State,Law,3,66.25,78.0,1,4
NSFAS005154,Tshepo Mabaso,North-West University,Arts,2,42.4,57.0,4,3
NSFAS005155,Nokuthula Mahlangu,University of Cape Town,Science,1,56.15,64.0,0,5
NSFAS005156,Nomsa Molefe,University of the Free State,Law,4,40.0,25.0,2,4
NSFAS005157,Nomsa Mhlongo,University of Johannesburg,Science,2,59.89,84.0,0,0
NSFAS005158,Sipho Molefe,North-West University,Science,2,63.62,80.0,0,1
NSFAS005159,Thabo Nkosi,North-West University,Education,1,60.51,72.0,0,5
NSFAS005160,Kagiso Mthembu,University of Pretoria,Engineering,3,57.0,78.0,1,0
NSFAS005161,Phumzile Mabaso,University of Pretoria,Arts,3,75.0,76.0,1,3
NSFAS005162,Sipho Dlamini,University of the Witwatersrand,Science,3,40.0,46.0,4,4
NSFAS005163,Mpho Mkhize,University of Cape Town,Law,2,57.51,60.0,1,2
NSFAS005164,Themba Nkosi,University of Johannesburg,Science,1,40.0,54.0,2,4
NSFAS005165,Zanele Khumalo,University of Pretoria,Education,3,40.0,60.0,2,3
NSFAS005166,Zanele Mabaso,North-West University,Engineering,1,30.0,59.0,2,4
NSFAS005167,Themba Zulu,University of the Witwatersrand,Science,4,75.0,81.0,0,4
NSFAS005168,Sibusiso Ngcobo,University of the Witwatersrand,Education,4,75.0,95.0,1,3
NSFAS005169,Kagiso Mkhize,University of the Witwatersrand,Science,4,75.0,95.0,1,3
NSFAS005170,Themba Mthembu,University of the Free State,Science,2,56.84,82.0,1,1
NSFAS005171,Andile Zulu,University of Pretoria,Education,3,66.61,78.0,0,4
NSFAS005172,Lerato Dlamini,University of KwaZulu-Natal,Arts,1,49.0,25.0,2,0
NSFAS005173,Zanele Mkhize,University of Cape Town,Commerce,3,57.06,71.0,1,3
NSFAS005174,Nomsa Ngcobo,University of Cape Town,Engineering,4,40.0,54.0,3,4
NSFAS005175,Nomsa Khumalo,University of Pretoria,Arts,2,40.0,51.0,4,1
NSFAS005176,Phumzile Zulu,University of the Witwatersrand,Education,1,30.0,64.0,3,0
NSFAS005177,Andile Mhlongo,University of Cape Town,Education,2,49.45,21.0,3,0
NSFAS005178,Kagiso Zulu,North-West University,Engineering,4,30.0,45.0,3,0
NSFAS005179,Kagiso Mokoena,University of KwaZulu-Natal,Education,1,54.43,64.0,0,1
NSFAS005180,Phumzile Khumalo,North-West University,Arts,4,55.93,66.0,0,5
NSFAS005181,Themba Mthethwa,University of the Witwatersrand,Science,1,47.44,33.0,1,1
NSFAS005182,Tshepo Mokoena,University of Cape Town,Law,1,30.0,59.0,1,3
NSFAS005183,Busisiwe Nkosi,University of Johannesburg,Education,3,40.0,51.0,3,3
NSFAS005184,Nokuthula Ngcobo,University of Johannesburg,Commerce,3,75.0,93.0,1,5
NSFAS005185,Lindiwe Mahlangu,University of Pretoria,Education,1,30.0,50.0,1,4
NSFAS005186,Zanele Mhlongo,University of Stellenbosch,Education,2,63.42,85.0,1,1
NSFAS005187,Sibusiso Ngcobo,University of Johannesburg,Engineering,2,48.43,29.0,4,4
NSFAS005188,Thabo Mkhize,North-West University,Law,4,40.0,23.0,4,1
NSFAS005189,Nokuthula Mhlongo,University of Pretoria,Engineering,3,40.0,39.0,2,4
NSFAS005190,Sibusiso Mabaso,North-West University,Arts,4,60.43,82.0,1,2
NSFAS005191,Lindiwe Zulu,University of the Free State,Law,1,42.81,45.0,3,4
NSFAS005192,Zanele Mthembu,University of the Free State,Engineering,3,95.0,95.0,1,0
NSFAS005193,Busisiwe Ngcobo,University of the Witwatersrand,Science,4,89.79,84.0,1,3
NSFAS005194,Themba Mthembu,University of Pretoria,Education,3,47.14,50.0,4,5
NSFAS005195,Kagiso Mahlangu,University of KwaZulu-Natal,Engineering,1,40.0,21.0,4,0
NSFAS005196,Phumzile Ngcobo,University of KwaZulu-Natal,Commerce,1,69.67,65.0,0,3
NSFAS005197,Thabo Molefe,North-West University,Commerce,1,40.0,63.0,2,5
NSFAS005198,Themba Mthethwa,University of Stellenbosch,Science,4,75.0,86.0,0,3
NSFAS005199,Sibusiso Mhlongo,University of Cape Town,Arts,4,42.42,20.0,1,3
NSFAS005200,Sibusiso Molefe,University of Pretoria,Arts,3,40.58,46.0,3,1
NSFAS005201,Mpho Nkosi,University of Pretoria,Arts,1,40.0,39.0,1,3
NSFAS005202,Sipho Zulu,University of Pretoria,Engineering,2,40.0,55.0,1,3
NSFAS005203,Nomsa Zulu,University of Stellenbosch,Law,3,32.97,44.0,2,2
NSFAS005204,Andile Molefe,North-West University,Law,3,30.0,46.0,1,0
NSFAS005205,Phumzile Mhlongo,University of Cape Town,Engineering,3,30.0,36.0,4,0
