student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments,risk_score,risk_level
NSFAS003892,Sibusiso Mkhize,University of Cape Town,Education,2,75.0,84.0,1,2,0,LOW
NSFAS003893,Thabo Mthethwa,University of the Free State,Law,1,75.0,95.0,0,1,0,LOW
NSFAS003894,Andile Mokoena,North-West University,Arts,2,65.85,61.0,1,1,40,MEDIUM
NSFAS003895,Sipho Mhlongo,North-West University,Education,2,62.76,85.0,0,0,0,LOW
NSFAS003896,Phumzile Zulu,North-West University,Engineering,3,30.0,41.0,2,0,80,HIGH
NSFAS003897,Sipho Mhlongo,North-West University,Education,4,61.21,58.0,1,4,40,MEDIUM
NSFAS003898,Nokuthula Zulu,North-West University,Engineering,2,40.0,60.0,4,5,100,HIGH
NSFAS003899,Nomsa Mthembu,University of Stellenbosch,Engineering,4,30.0,61.0,1,3,80,HIGH
NSFAS003900,Lerato Mkhize,University of KwaZulu-Natal,Commerce,1,50.72,84.0,1,5,0,LOW
NSFAS003901,Phumzile Mhlongo,University of the Witwatersrand,Law,2,71.76,76.0,0,2,0,LOW
NSFAS003902,Themba Khumalo,University of KwaZulu-Natal,Law,4,65.22,66.0,0,5,40,MEDIUM
NSFAS003903,Nokuthula Molefe,University of the Witwatersrand,Science,1,68.08,76.0,0,1,0,LOW
NSFAS003904,Lindiwe Mokoena,University of Cape Town,Commerce,2,40.0,22.0,2,1,80,HIGH
NSFAS003905,Sibusiso Mahlangu,University of Stellenbosch,Law,3,40.0,42.0,4,5,100,HIGH
NSFAS003906,Tshepo Zulu,University of Stellenbosch,Arts,3,75.0,77.0,0,4,0,LOW
NSFAS003907,Zanele Mokoena,University of Pretoria,Commerce,1,58.14,71.0,1,3,0,LOW
NSFAS003908,Themba Mhlongo,University of KwaZulu-Natal,Education,1,75.0,88.0,1,3,0,LOW
NSFAS003909,Themba Nkosi,University of Johannesburg,Law,1,40.0,41.0,2,4,80,HIGH
NSFAS003910,Nomsa Mokoena,University of the Witwatersrand,Education,2,75.0,92.0,0,3,0,LOW
NSFAS003911,Lerato Mthembu,University of Stellenbosch,Education,3,75.0,92.0,0,5,0,LOW
NSFAS003912,Phumzile Dlamini,University of the Free State,Engineering,3,56.35,76.0,1,2,0,LOW
NSFAS003913,Mpho Mokoena,University of KwaZulu-Natal,Science,4,75.0,90.0,1,0,0,LOW
NSFAS003914,Themba Dlamini,University of Cape Town,Arts,2,30.0,55.0,2,1,80,HIGH
NSFAS003915,Sibusiso Mabaso,University of Stellenbosch,Science,3,69.72,64.0,0,3,40,MEDIUM
NSFAS003916,Thabo Nkosi,University of the Free State,Science,2,75.0,85.0,0,0,0,LOW
NSFAS003917,Themba Zulu,University of KwaZulu-Natal,Arts,2,40.12,45.0,2,0,80,HIGH
NSFAS003918,Thabo Mabaso,University of Cape Town,Engineering,4,47.83,43.0,3,4,100,HIGH
NSFAS003919,Nokuthula Khumalo,University of the Witwatersrand,Education,3,70.09,86.0,1,3,0,LOW
NSFAS003920,Lindiwe Mokoena,University of KwaZulu-Natal,Engineering,1,51.99,60.0,0,5,40,MEDIUM
NSFAS003921,Phumzile Mthembu,University of the Witwatersrand,Education,1,75.0,95.0,1,0,0,LOW
NSFAS003922,Kagiso Mahlangu,University of Stellenbosch,Arts,1,40.0,40.0,2,3,80,HIGH
NSFAS003923,Sibusiso Dlamini,University of Pretoria,Arts,3,40.0,57.0,3,2,100,HIGH
NSFAS003924,Nokuthula Khumalo,University of Stellenbosch,Law,3,47.81,52.0,4,4,100,HIGH
NSFAS003925,Sibusiso Mokoena,University of Pretoria,Science,2,40.0,23.0,4,5,100,HIGH
NSFAS003926,Sibusiso Mahlangu,University of Pretoria,Law,3,40.0,30.0,2,4,80,HIGH
NSFAS003927,Busisiwe Mthethwa,University of KwaZulu-Natal,Commerce,2,57.09,71.0,1,0,0,LOW
NSFAS003928,Tshepo Molefe,North-West University,Commerce,3,72.55,79.0,1,5,0,LOW
NSFAS003929,Andile Mokoena,University of KwaZulu-Natal,Engineering,2,67.62,77.0,0,0,0,LOW
NSFAS003930,Lindiwe Molefe,University of Johannesburg,Commerce,2,40.0,47.0,4,1,100,HIGH
NSFAS003931,Tshepo Mkhize,University of Pretoria,Law,3,40.0,41.0,2,4,80,HIGH
NSFAS003932,Lerato Zulu,University of KwaZulu-Natal,Engineering,4,44.69,58.0,4,5,100,HIGH
NSFAS003933,Busisiwe Zulu,University of Stellenbosch,Education,3,40.0,24.0,2,4,80,HIGH
NSFAS003934,Mpho Dlamini,University of the Witwatersrand,Commerce,3,30.0,46.0,2,1,80,HIGH
NSFAS003935,Sibusiso Mabaso,University of the Witwatersrand,Law,4,58.68,65.0,1,4,40,MEDIUM
NSFAS003936,Nokuthula Khumalo,University of KwaZulu-Natal,Education,4,40.0,65.0,4,0,100,HIGH
NSFAS003937,Lerato Khumalo,North-West University,Commerce,2,40.0,62.0,4,5,100,HIGH
NSFAS003938,Tshepo Molefe,University of KwaZulu-Natal,Commerce,2,75.0,90.0,0,4,0,LOW
NSFAS003939,Andile Mokoena,University of the Free State,Commerce,2,43.57,63.0,1,2,80,HIGH
NSFAS003940,Busisiwe Mthethwa,University of Stellenbosch,Education,4,92.35,86.0,0,3,0,LOW
NSFAS003941,Sibusiso Mkhize,University of Stellenbosch,Education,3,40.0,37.0,1,0,80,HIGH
NSFAS003942,Lindiwe Mthethwa,North-West University,Commerce,2,30.0,45.0,2,0,80,HIGH
NSFAS003943,Lerato Nkosi,University of Johannesburg,Commerce,4,40.0,34.0,1,2,80,HIGH
NSFAS003944,Zanele Molefe,University of Johannesburg,Education,4,65.17,71.0,1,2,0,LOW
NSFAS003945,Lindiwe Molefe,University of the Witwatersrand,Law,2,40.0,49.0,4,2,100,HIGH
NSFAS003946,Nokuthula Mkhize,University of Pretoria,Science,3,51.09,0.0,0,3,40,MEDIUM
NSFAS003947,Lerato Mthethwa,University of Stellenbosch,Law,4,40.0,36.0,4,5,100,HIGH
NSFAS003948,Nokuthula Nkosi,University of KwaZulu-Natal,Education,2,75.0,92.0,1,1,0,LOW
NSFAS003949,Sibusiso Mabaso,University of Stellenbosch,Engineering,4,30.0,33.0,1,2,80,HIGH
NSFAS003950,Busisiwe Mkhize,University of Johannesburg,Engineering,4,75.0,93.0,1,1,0,LOW
NSFAS003951,Nokuthula Mhlongo,University of the Free State,Arts,4,95.0,89.0,1,3,0,LOW
NSFAS003952,Thabo Nkosi,North-West University,Commerce,2,75.0,91.0,0,0,0,LOW
NSFAS003953,Mpho Ngcobo,University of the Witwatersrand,Commerce,1,51.55,73.0,0,1,0,LOW
NSFAS003954,Kagiso Mabaso,North-West University,Arts,1,40.0,62.0,4,0,100,HIGH
NSFAS003955,Themba Ngcobo,University of the Witwatersrand,Science,4,75.0,95.0,0,5,0,LOW
NSFAS003956,Lerato Khumalo,University of Cape Town,Arts,3,61.22,63.0,1,3,40,MEDIUM
NSFAS003957,Nokuthula Molefe,University of Johannesburg,Engineering,2,56.97,63.0,0,5,40,MEDIUM
NSFAS003958,Themba Molefe,University of KwaZulu-Natal,Law,2,40.0,22.0,3,1,100,HIGH
NSFAS003959,Themba Mokoena,University of KwaZulu-Natal,Law,2,40.12,55.0,4,0,100,HIGH
NSFAS003960,Tshepo Nkosi,University of Pretoria,Arts,1,50.95,57.0,1,3,40,MEDIUM
NSFAS003961,Tshepo Mhlongo,University of the Free State,Law,1,75.0,95.0,1,2,0,LOW
NSFAS003962,Lerato Ngcobo,University of the Witwatersrand,Commerce,3,58.13,0.0,0,4,40,MEDIUM
NSFAS003963,Mpho Khumalo,University of Pretoria,Education,1,75.0,93.0,0,3,0,LOW
NSFAS003964,Zanele Mokoena,University of Johannesburg,Law,3,40.0,48.0,1,4,80,HIGH
NSFAS003965,Busisiwe Dlamini,University of the Witwatersrand,Engineering,1,47.84,57.0,4,4,100,HIGH
NSFAS003966,Tshepo Mhlongo,University of Pretoria,Law,4,68.04,62.0,0,5,40,MEDIUM
NSFAS003967,Lindiwe Mthembu,University of Cape Town,Education,1,60.44,70.0,1,3,0,LOW
NSFAS003968,Phumzile Mhlongo,University of Cape Town,Commerce,3,75.0,94.0,1,1,0,LOW
NSFAS003969,Sibusiso Dlamini,University of the Free State,Engineering,4,40.0,59.0,2,2,80,HIGH
NSFAS003970,Kagiso Mthethwa,University of Johannesburg,Law,4,49.0,29.0,1,4,80,HIGH
NSFAS003971,Kagiso Ngcobo,University of the Witwatersrand,Arts,4,30.0,51.0,4,2,100,HIGH
NSFAS003972,Andile Mthethwa,North-West University,Arts,4,50.94,69.0,0,3,40,MEDIUM
NSFAS003973,Thabo Ngcobo,University of Cape Town,Commerce,3,45.29,58.0,4,5,100,HIGH
NSFAS003974,Sipho Ngcobo,University of the Witwatersrand,Science,4,41.25,51.0,2,2,80,HIGH
NSFAS003975,Thabo Mabaso,University of Johannesburg,Commerce,2,49.25,56.0,3,3,100,HIGH
NSFAS003976,Phumzile Nkosi,North-West University,Engineering,1,87.33,95.0,0,2,0,LOW
NSFAS003977,Lerato Khumalo,University of KwaZulu-Natal,Education,4,42.98,33.0,1,4,80,HIGH
NSFAS003978,Andile Mhlongo,University of KwaZulu-Natal,Education,1,67.68,64.0,0,2,40,MEDIUM
NSFAS003979,Mpho Molefe,University of Stellenbosch,Law,4,40.0,34.0,4,1,100,HIGH
NSFAS003980,Sibusiso Nkosi,University of Johannesburg,Arts,1,40.0,51.0,3,3,100,HIGH
NSFAS003981,Andile Nkosi,University of Pretoria,Arts,4,40.0,20.0,3,3,100,HIGH
NSFAS003982,Tshepo Mahlangu,University of Johannesburg,Commerce,1,72.11,87.0,0,3,0,LOW
NSFAS003983,Nomsa Ngcobo,University of Cape Town,Science,4,45.88,61.0,1,3,80,HIGH
NSFAS003984,Zanele Ngcobo,University of Cape Town,Engineering,2,57.04,55.0,3,2,60,HIGH
NSFAS003985,Thabo Khumalo,North-West University,Commerce,3,75.0,76.0,0,4,0,LOW
NSFAS003986,Lindiwe Nkosi,University of Pretoria,Science,1,40.0,53.0,4,5,100,HIGH
NSFAS003987,Phumzile Mthethwa,University of Cape Town,Arts,1,62.97,75.0,1,1,0,LOW
NSFAS003988,Lerato Mhlongo,University of Johannesburg,Engineering,1,75.0,86.0,1,2,0,LOW
NSFAS003989,Sipho Molefe,University of the Free State,Arts,1,75.0,82.0,1,2,0,LOW
NSFAS003990,Andile Ngcobo,University of the Witwatersrand,Engineering,2,66.09,75.0,1,5,0,LOW
NSFAS003991,Andile Khumalo,University of the Free State,Education,2,95.0,91.0,0,5,0,LOW
NSFAS003992,Mpho Mkhize,University of the Witwatersrand,Science,4,75.0,93.0,0,3,0,LOW
NSFAS003993,Themba Mhlongo,North-West University,Engineering,3,45.68,28.0,2,5,80,HIGH
NSFAS003994,Lerato Molefe,University of Johannesburg,Arts,2,40.0,64.0,2,5,80,HIGH
NSFAS003995,Tshepo Nkosi,University of Pretoria,Science,3,75.0,92.0,0,0,0,LOW
NSFAS003996,Andile Mhlongo,University of Stellenbosch,Arts,3,40.0,55.0,3,3,100,HIGH
NSFAS003997,Zanele Khumalo,University of Johannesburg,Engineering,2,50.62,66.0,1,1,40,MEDIUM
NSFAS003998,Andile Mkhize,University of Johannesburg,Commerce,2,75.0,95.0,0,4,0,LOW
NSFAS003999,Themba Mthethwa,University of Johannesburg,Arts,2,30.0,58.0,3,2,100,HIGH
NSFAS004000,Busisiwe Molefe,University of KwaZulu-Natal,Commerce,3,95.0,95.0,1,0,0,LOW
NSFAS004001,Lindiwe Zulu,University of Stellenbosch,Education,4,40.0,33.0,4,0,100,HIGH
NSFAS004002,Mpho Khumalo,University of Stellenbosch,Commerce,2,30.0,29.0,4,0,100,HIGH
NSFAS004003,Andile Ngcobo,University of the Free State,Commerce,2,47.76,53.0,3,2,100,HIGH
NSFAS004004,Lindiwe Mokoena,University of Cape Town,Engineering,2,40.54,55.0,4,0,100,HIGH
NSFAS004005,Mpho Mabaso,University of Cape Town,Science,1,44.67,23.0,4,2,100,HIGH
NSFAS004006,Sipho Mhlongo,University of Johannesburg,Commerce,4,40.0,41.0,4,2,100,HIGH
NSFAS004007,Zanele Khumalo,University of Cape Town,Science,4,58.44,83.0,1,1,0,LOW
NSFAS004008,Sibusiso Mahlangu,University of KwaZulu-Natal,Commerce,3,74.48,95.0,1,2,0,LOW
NSFAS004009,Busisiwe Ngcobo,University of Stellenbosch,Law,2,40.0,43.0,4,0,100,HIGH
NSFAS004010,Sibusiso Mthethwa,University of the Free State,Law,3,30.0,27.0,4,5,100,HIGH
NSFAS004011,Tshepo Nkosi,University of Pretoria,Engineering,4,40.0,37.0,1,2,80,HIGH
NSFAS004012,Phumzile Mhlongo,North-West University,Commerce,4,75.0,95.0,0,1,0,LOW
NSFAS004013,Kagiso Mkhize,University of Stellenbosch,Law,3,66.18,61.0,1,5,40,MEDIUM
NSFAS004014,Mpho Nkosi,University of the Witwatersrand,Commerce,1,43.65,61.0,3,4,100,HIGH
NSFAS004015,Kagiso Mkhize,University of Johannesburg,Commerce,3,40.0,0.0,4,0,100,HIGH
NSFAS004016,Nomsa Zulu,University of Stellenbosch,Commerce,4,40.0,52.0,1,1,80,HIGH
NSFAS004017,Phumzile Zulu,University of Stellenbosch,Engineering,1,30.0,41.0,3,1,100,HIGH
NSFAS004018,Phumzile Nkosi,University of KwaZulu-Natal,Law,4,40.0,49.0,2,4,80,HIGH
NSFAS004019,Themba Molefe,University of the Witwatersrand,Engineering,4,75.0,85.0,0,1,0,LOW
NSFAS004020,Mpho Nkosi,University of Cape Town,Commerce,1,75.0,95.0,0,3,0,LOW
NSFAS004021,Busisiwe Mokoena,University of Pretoria,Science,2,85.38,0.0,1,0,40,MEDIUM
NSFAS004022,Mpho Mkhize,University of the Free State,Arts,4,40.0,49.0,2,2,80,HIGH
NSFAS004023,Sipho Zulu,University of the Free State,Law,2,30.0,23.0,1,0,80,HIGH
NSFAS004024,Thabo Dlamini,University of the Witwatersrand,Engineering,1,40.0,37.0,2,4,80,HIGH
NSFAS004025,Themba Mhlongo,University of the Free State,Engineering,4,38.6,63.0,2,3,80,HIGH
NSFAS004026,Sibusiso Ngcobo,University of KwaZulu-Natal,Arts,2,46.19,58.0,2,2,80,HIGH
NSFAS004027,Thabo Mahlangu,University of KwaZulu-Natal,Engineering,2,41.46,49.0,1,0,80,HIGH
NSFAS004028,Zanele Zulu,University of Pretoria,Education,3,75.0,95.0,0,5,0,LOW
NSFAS004029,Phumzile Nkosi,North-West University,Law,4,50.97,56.0,1,5,40,MEDIUM
NSFAS004030,Sibusiso Ngcobo,University of KwaZulu-Natal,Arts,4,55.86,74.0,0,1,0,LOW
NSFAS004031,Andile Zulu,University of Stellenbosch,Commerce,2,34.09,28.0,3,3,100,HIGH
NSFAS004032,Nomsa Mthethwa,University of Johannesburg,Arts,2,41.92,39.0,2,4,80,HIGH
NSFAS004033,Lindiwe Mkhize,University of KwaZulu-Natal,Engineering,3,75.0,92.0,1,2,0,LOW
NSFAS004034,Lerato Mthethwa,University of Cape Town,Arts,4,40.0,56.0,2,1,80,HIGH
NSFAS004035,Lerato Mokoena,University of Cape Town,Arts,3,49.0,24.0,3,1,100,HIGH
NSFAS004036,Lerato Mabaso,University of Stellenbosch,Engineering,3,40.0,50.0,3,0,100,HIGH
NSFAS004037,Nokuthula Mahlangu,University of Johannesburg,Science,3,40.0,44.0,4,5,100,HIGH
NSFAS004038,Kagiso Khumalo,University of the Witwatersrand,Commerce,1,60.93,76.0,1,1,0,LOW
NSFAS004039,Mpho Ngcobo,University of the Free State,Arts,2,48.76,32.0,4,5,100,HIGH
NSFAS004040,Phumzile Dlamini,University of Cape Town,Science,3,50.94,67.0,1,4,40,MEDIUM
NSFAS004041,Mpho Nkosi,University of the Witwatersrand,Education,1,30.0,65.0,2,4,80,HIGH
NSFAS004042,Mpho Mhlongo,University of Johannesburg,Law,4,31.71,55.0,4,3,100,HIGH
NSFAS004043,Lerato Nkosi,University of Stellenbosch,Arts,1,82.57,95.0,0,2,0,LOW
NSFAS004044,Mpho Mthethwa,University of Stellenbosch,Law,3,40.0,35.0,1,4,80,HIGH
NSFAS004045,Thabo Ngcobo,University of the Free State,Law,1,75.0,95.0,0,0,0,LOW
NSFAS004046,Andile Zulu,University of the Free State,Education,3,57.42,66.0,1,2,40,MEDIUM
NSFAS004047,Nokuthula Mhlongo,University of Johannesburg,Science,1,30.0,22.0,4,3,100,HIGH
NSFAS004048,Tshepo Ngcobo,University of KwaZulu-Natal,Commerce,1,48.72,56.0,1,2,80,HIGH
NSFAS004049,Kagiso Mthethwa,University of the Free State,Arts,1,70.23,89.0,0,1,0,LOW
NSFAS004050,Andile Mokoena,University of Johannesburg,Arts,3,40.0,52.0,1,0,80,HIGH
NSFAS004051,Mpho Dlamini,University of Pretoria,Science,4,40.0,26.0,2,4,80,HIGH
NSFAS004052,Kagiso Nkosi,University of Pretoria,Engineering,1,75.0,80.0,1,1,0,LOW
NSFAS004053,Mpho Molefe,University of Stellenbosch,Law,1,40.0,30.0,3,2,100,HIGH
NSFAS004054,Busisiwe Ngcobo,North-West University,Law,2,66.22,70.0,0,4,0,LOW
NSFAS004055,Zanele Ngcobo,University of Pretoria,Engineering,1,86.25,89.0,0,0,0,LOW
NSFAS004056,Busisiwe Mabaso,University of Stellenbosch,Commerce,1,63.6,76.0,0,4,0,LOW
NSFAS004057,Zanele Khumalo,North-West University,Education,1,40.0,62.0,3,0,100,HIGH
NSFAS004058,Zanele Mabaso,University of Cape Town,Law,3,40.0,63.0,2,0,80,HIGH
NSFAS004059,Nokuthula Molefe,University of the Free State,Arts,2,46.72,62.0,1,0,80,HIGH
NSFAS004060,Zanele Zulu,University of the Witwatersrand,Commerce,2,40.0,20.0,1,2,80,HIGH
NSFAS004061,Sipho Molefe,University of Pretoria,Law,4,59.33,84.0,0,2,0,LOW
NSFAS004062,Andile Mhlongo,University of the Witwatersrand,Science,1,49.0,26.0,3,4,100,HIGH
NSFAS004063,Andile Mokoena,University of KwaZulu-Natal,Arts,2,49.28,26.0,3,2,100,HIGH
NSFAS004064,Phumzile Khumalo,University of Pretoria,Education,1,75.0,92.0,0,3,0,LOW
NSFAS004065,Lerato Mthembu,University of the Free State,Law,2,40.0,65.0,3,4,100,HIGH
NSFAS004066,Themba Mthembu,North-West University,Science,1,75.0,0.0,1,4,40,MEDIUM
NSFAS004067,Phumzile Mhlongo,University of Stellenbosch,Education,1,54.53,68.0,1,5,40,MEDIUM
NSFAS004068,Phumzile Zulu,University of Pretoria,Arts,4,72.71,87.0,0,2,0,LOW
NSFAS004069,Themba Mokoena,University of Stellenbosch,Education,3,45.69,47.0,4,4,100,HIGH
NSFAS004070,Themba Ngcobo,University of Cape Town,Arts,1,40.0,54.0,3,5,100,HIGH
NSFAS004071,Sibusiso Nkosi,University of Cape Town,Education,1,40.0,35.0,4,0,100,HIGH
NSFAS004072,Busisiwe Nkosi,University of Johannesburg,Science,1,75.0,88.0,0,0,0,LOW
NSFAS004073,Sibusiso Khumalo,University of Pretoria,Education,4,75.0,76.0,0,2,0,LOW
NSFAS004074,Mpho Zulu,University of Stellenbosch,Commerce,1,40.0,51.0,2,5,80,HIGH
NSFAS004075,Sipho Khumalo,University of the Free State,Arts,4,49.0,50.0,4,4,100,HIGH
NSFAS004076,Busisiwe Mahlangu,North-West University,Commerce,1,40.04,26.0,3,5,100,HIGH
NSFAS004077,Tshepo Khumalo,University of Cape Town,Arts,4,40.0,35.0,3,3,100,HIGH
NSFAS004078,Nomsa Ngcobo,University of Johannesburg,Commerce,1,48.27,55.0,3,2,100,HIGH
NSFAS004079,Nokuthula Mkhize,University of Pretoria,Education,2,40.0,59.0,3,2,100,HIGH
NSFAS004080,Lindiwe Zulu,University of Stellenbosch,Commerce,2,49.0,23.0,1,5,80,HIGH
NSFAS004081,Kagiso Zulu,University of Pretoria,Science,4,66.79,56.0,4,0,60,HIGH
NSFAS004082,Kagiso Khumalo,University of Pretoria,Science,1,40.0,26.0,3,3,100,HIGH
NSFAS004083,Kagiso Mabaso,University of Cape Town,Law,3,30.6,26.0,3,0,100,HIGH
NSFAS004084,Lerato Nkosi,University of Johannesburg,Commerce,4,30.0,63.0,1,4,80,HIGH
NSFAS004085,Nokuthula Mthembu,University of the Free State,Commerce,4,38.02,33.0,4,4,100,HIGH
NSFAS004086,Zanele Nkosi,University of KwaZulu-Natal,Engineering,3,45.34,50.0,4,1,100,HIGH
NSFAS004087,Sipho Dlamini,North-West University,Law,2,30.0,65.0,4,1,100,HIGH
NSFAS004088,Kagiso Mthembu,University of Stellenbosch,Commerce,2,75.0,95.0,0,2,0,LOW
NSFAS004089,Nokuthula Ngcobo,University of Johannesburg,Law,3,75.0,81.0,0,1,0,LOW
NSFAS004090,Kagiso Mhlongo,University of the Witwatersrand,Arts,4,75.0,78.0,1,5,0,LOW
NSFAS004091,Kagiso Khumalo,University of the Free State,Education,1,40.0,56.0,1,0,80,HIGH
NSFAS004092,Lindiwe Mokoena,University of Stellenbosch,Commerce,2,40.0,46.0,4,2,100,HIGH
NSFAS004093,Lerato Molefe,University of Johannesburg,Arts,4,95.0,92.0,0,2,0,LOW
NSFAS004094,Busisiwe Mabaso,University of the Free State,Engineering,1,40.0,64.0,2,5,80,HIGH
NSFAS004095,Nomsa Mahlangu,North-West University,Arts,1,34.19,53.0,3,4,100,HIGH
NSFAS004096,Kagiso Nkosi,University of the Free State,Law,1,45.94,36.0,1,3,80,HIGH
NSFAS004097,Lerato Mthethwa,North-West University,Education,1,41.84,37.0,3,5,100,HIGH
NSFAS004098,Tshepo Molefe,North-West University,Law,4,30.0,65.0,3,4,100,HIGH
NSFAS004099,Sipho Molefe,University of the Free State,Education,4,75.0,93.0,0,1,0,LOW
NSFAS004100,Mpho Mhlongo,University of the Witwatersrand,Law,1,40.0,35.0,2,1,80,HIGH
NSFAS004101,Andile Ngcobo,University of Stellenbosch,Education,1,64.29,67.0,0,3,40,MEDIUM
NSFAS004102,Kagiso Mthethwa,North-West University,Science,2,57.75,0.0,1,4,40,MEDIUM
NSFAS004103,Sipho Molefe,North-West University,Commerce,3,40.0,22.0,2,1,80,HIGH
NSFAS004104,Phumzile Nkosi,University of Cape Town,Arts,2,40.0,24.0,4,0,100,HIGH
NSFAS004105,Andile Dlamini,University of KwaZulu-Natal,Commerce,3,40.0,60.0,2,2,80,HIGH
NSFAS004106,Kagiso Ngcobo,North-West University,Law,1,40.0,41.0,2,3,80,HIGH
NSFAS004107,Sibusiso Molefe,University of the Witwatersrand,Science,2,75.0,95.0,0,0,0,LOW
NSFAS004108,Busisiwe Dlamini,University of Stellenbosch,Science,4,68.68,81.0,0,3,0,LOW
NSFAS004109,Thabo Mokoena,University of the Witwatersrand,Law,3,65.97,0.0,0,2,40,MEDIUM
NSFAS004110,Sipho Khumalo,University of Cape Town,Science,2,57.31,60.0,1,3,40,MEDIUM
NSFAS004111,Tshepo Ngcobo,University of Cape Town,Science,2,75.0,76.0,0,3,0,LOW
NSFAS004112,Zanele Molefe,North-West University,Commerce,4,53.05,58.0,3,0,60,HIGH
NSFAS004113,Sibusiso Mabaso,University of the Witwatersrand,Engineering,4,40.0,20.0,1,4,80,HIGH
NSFAS004114,Tshepo Ngcobo,University of Cape Town,Science,2,52.25,76.0,1,1,0,LOW
NSFAS004115,Kagiso Mhlongo,University of the Free State,Arts,2,40.0,24.0,1,1,80,HIGH
NSFAS004116,Mpho Molefe,North-West University,Commerce,3,95.0,83.0,1,0,0,LOW
NSFAS004117,Phumzile Ngcobo,University of Cape Town,Education,1,46.13,33.0,4,1,100,HIGH
NSFAS004118,Andile Nkosi,University of Johannesburg,Science,3,56.25,67.0,1,3,40,MEDIUM
NSFAS004119,Lerato Khumalo,University of KwaZulu-Natal,Commerce,3,95.0,88.0,0,2,0,LOW
NSFAS004120,Mpho Zulu,University of Stellenbosch,Engineering,4,64.93,59.0,1,5,40,MEDIUM
NSFAS004121,Themba Mthembu,University of Cape Town,Education,3,46.1,40.0,4,1,100,HIGH
NSFAS004122,Zanele Zulu,University of the Free State,Engineering,3,40.0,42.0,4,4,100,HIGH
NSFAS004123,Mpho Mokoena,University of the Free State,Science,4,75.0,86.0,0,1,0,LOW
NSFAS004124,Lerato Molefe,University of the Free State,Engineering,3,44.69,54.0,3,3,100,HIGH
NSFAS004125,Mpho Mhlongo,University of Stellenbosch,Law,3,49.0,44.0,2,0,80,HIGH
NSFAS004126,Andile Mkhize,University of Cape Town,Commerce,1,69.87,82.0,1,0,0,LOW
NSFAS004127,Phumzile Mkhize,University of KwaZulu-Natal,Education,1,72.22,89.0,0,5,0,LOW
NSFAS004128,Sibusiso Zulu,University of Cape Town,Engineering,3,43.67,55.0,1,3,80,HIGH
NSFAS004129,Busisiwe Mthembu,University of KwaZulu-Natal,Commerce,3,30.0,35.0,2,5,80,HIGH
NSFAS004130,Busisiwe Mthethwa,North-West University,Science,3,40.0,0.0,4,4,100,HIGH
NSFAS004131,Busisiwe Zulu,University of the Witwatersrand,Law,2,40.0,50.0,1,1,80,HIGH
NSFAS004132,Phumzile Zulu,University of KwaZulu-Natal,Engineering,3,72.1,95.0,0,2,0,LOW
NSFAS004133,Busisiwe Mahlangu,University of the Free State,Law,3,56.61,56.0,2,4,40,MEDIUM
NSFAS004134,Lerato Mhlongo,University of KwaZulu-Natal,Law,4,40.0,61.0,2,5,80,HIGH
NSFAS004135,Lindiwe Mabaso,University of the Free State,Law,3,40.0,47.0,2,0,80,HIGH
NSFAS004136,Nomsa Mahlangu,University of the Witwatersrand,Arts,3,40.0,57.0,3,0,100,HIGH
NSFAS004137,Phumzile Mhlongo,University of Stellenbosch,Commerce,1,66.38,81.0,1,2,0,LOW
NSFAS004138,Phumzile Mahlangu,University of KwaZulu-Natal,Science,2,73.9,92.0,0,1,0,LOW
NSFAS004139,Phumzile Mahlangu,University of the Free State,Law,2,75.0,87.0,1,5,0,LOW
NSFAS004140,Lindiwe Molefe,University of Cape Town,Science,3,40.0,40.0,2,0,80,HIGH
NSFAS004141,Kagiso Mabaso,University of the Free State,Arts,4,49.0,65.0,0,0,80,HIGH
NSFAS004142,Mpho Mkhize,University of KwaZulu-Natal,Arts,2,46.66,26.0,2,5,80,HIGH
NSFAS004143,Kagiso Khumalo,North-West University,Engineering,3,40.0,55.0,4,0,100,HIGH
NSFAS004144,Sipho Ngcobo,North-West University,Arts,3,87.0,90.0,1,4,0,LOW
NSFAS004145,Thabo Mabaso,University of the Witwatersrand,Arts,4,75.0,93.0,0,2,0,LOW
NSFAS004146,Mpho Mthethwa,University of the Free State,Commerce,1,40.0,23.0,1,5,80,HIGH
NSFAS004147,Mpho Molefe,University of Cape Town,Engineering,3,75.0,88.0,1,4,0,LOW
NSFAS004148,Themba Dlamini,University of KwaZulu-Natal,Science,1,35.24,32.0,3,4,100,HIGH
NSFAS004149,Lindiwe Nkosi,University of Johannesburg,Education,4,30.0,53.0,1,0,80,HIGH
NSFAS004150,Lindiwe Molefe,North-West University,Arts,1,40.0,44.0,3,4,100,HIGH
NSFAS004151,Sibusiso Ngcobo,University of the Free State,Education,2,43.94,37.0,1,5,80,HIGH
NSFAS004152,Sipho Ngcobo,University of Johannesburg,Law,2,30.0,51.0,4,5,100,HIGH
NSFAS004153,Kagiso Dlamini,University of Stellenbosch,Commerce,1,42.53,64.0,1,2,80,HIGH
NSFAS004154,Lindiwe Nkosi,University of the Witwatersrand,Arts,4,75.0,95.0,0,1,0,LOW
NSFAS004155,Thabo Nkosi,University of the Free State,Science,4,40.0,26.0,2,3,80,HIGH
NSFAS004156,Kagiso Mokoena,University of KwaZulu-Natal,Science,1,75.0,82.0,0,2,0,LOW
